,PROBEID,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOL,GENENAME
3981,209074_s_at,-3.37179900000000,8.99517900000000,-24.0140160000000,0.000000000000000000,0.000000000000000000,92.4400700000000,FAM107A,family with sequence similarity 107 member A
4300,209555_s_at,-2.41698400000000,8.26109900000000,-22.4232930000000,0.000000000000000000,0.000000000000000000,86.3263110000000,CD36,CD36 molecule
2183,204396_s_at,-2.3880720000000,8.67718900000000,-22.1928820000000,0.000000000000000000,0.000000000000000000,85.4161720000000,GRK5,G protein-coupled receptor kinase 5
3094,206209_s_at,-2.55350800000000,8.08208000000000,-22.0031120000000,0.000000000000000000,0.000000000000000000,84.6617960000000,CA4,carbonic anhydrase 4
2119,204271_s_at,-2.22749200000000,8.7836260000000,-21.9420250000000,0.000000000000000000,0.000000000000000000,84.418040000000,EDNRB,endothelin receptor type B
2345,204677.0_at,-2.61957300000000,8.00420400000000,-21.823603000000,0.000000000000000000,0.000000000000000000,83.9442170000000,CDH5,cadherin 5
4562,210081.0_at,-4.41747000000000,9.48229600000000,-21.4864380000000,0.000000000000000000,0.00000000000000000,82.5858430000000,AGER,advanced glycosylation end-product specific receptor
9317,32625.0_at,-1.18215100000000,7.53375600000000,-21.4212280000000,0.000000000000000000,0.000000000000000000,82.3215230000000,NPR1,natriuretic peptide receptor 1
2629,205200.0_at,-3.41185300000000,8.90118800000000,-21.3399700000000,0.000000000000000000,0.000000000000000000,81.9914220000000,CLEC3B,C-type lectin domain family 3 member B
2630,205200.0_at,-3.41185300000000,8.90118800000000,-21.3399700000000,0.000000000000000000,0.000000000000000000,81.9914220000000,EXOSC7,exosome component 7
3243,206702.0_at,-2.46645500000000,8.46804700000000,-21.3574620000000,0.000000000000000000,0.000000000000000000,82.0625500000000,TEK,TEK receptor tyrosine kinase
8448,219719.0_at,-1.36397300000000,8.57418300000000,-21.3514420000000,0.000000000000000000,0.000000000000000000,82.0380760000000,HIGD1B,HIG1 hypoxia inducible domain family member 1B
2489,204931.0_at,-2.53009800000000,7.35600400000000,-21.1418300000000,0.00000000000000000,0.000000000000000000,81.18310500000,TCF21,transcription factor 21
7216,217046_s_at,-3.03768900000000,7.8582210000000,-21.0692010000000,0.000000000000000000,0.000000000000000000,80.8856000000000,AGER,advanced glycosylation end-product specific receptor
8225,219213.0_at,-1.55913200000000,8.58306200000000,-21.0714010000000,0.000000000000000000,0.000000000000000000,80.8946230000000,JAM2,junctional adhesion molecule 2
4467,209875_s_at,4.36441500000000,9.69924000000000,20.9993700000000,0.000000000000000000,0.000000000000000000,80.5989400000000,SPP1,secreted phosphoprotein 1
2120,204273.0_at,-3.16126000000000,6.83445300000000,-20.8948980000000,0.000000000000000000,0.000000000000000000,80.1689480000000,EDNRB,endothelin receptor type B
3931,208982.0_at,-1.81391400000000,10.6673130000000,-20.757746000000,0.000000000000000000,0.000000000000000000,79.602391000000,PECAM1,platelet and endothelial cell adhesion molecule 1
5847,213103.0_at,-1.21982000000000,8.18895600000000,-20.738386000000,0.000000000000000000,0.000000000000000000,79.5222240000000,STARD13,StAR related lipid transfer domain containing 13
4251,209470_s_at,-2.83583700000000,7.34324800000000,-20.6959250000000,0.000000000000000000,0.000000000000000000,79.3462480000000,GPM6A,glycoprotein M6A
3930,208981.0_at,-1.68890200000000,10.1527940000000,-20.6039870000000,0.000000000000000000,0.000000000000000000,78.9644390000000,PECAM1,platelet and endothelial cell adhesion molecule 1
8404,219597_s_at,-2.17652300000000,7.60833400000000,-20.4358250000000,0.000000000000000000,0.000000000000000000,78.263340000000,DUOX1,dual oxidase 1
963,202112.0_at,-2.25847400000000,10.6017200000000,-20.3696030000000,0.000000000000000000,0.000000000000000000,77.9862710000000,VWF,von Willebrand factor
611,201540.0_at,-2.55504100000000,10.7720160000000,-20.2361930000000,0.000000000000000000,0.000000000000000000,77.4264190000000,FHL1,four and a half LIM domains 1
1964,203980.0_at,-3.83854100000000,8.89436500000000,-20.2110920000000,0.000000000000000000,0.000000000000000000,77.3208310000000,FABP4,fatty acid binding protein 4
3460,207547_s_at,-1.89638600000000,8.10862400000000,-20.2157210000000,0.000000000000000000,0.000000000000000000,77.3403100000000,FAM107A,family with sequence similarity 107 member A
4328,209614.0_at,-1.55150100000000,6.97818200000000,-20.206856000000,0.000000000000000000,0.000000000000000000,77.3030030000000,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
2984,205935.0_at,-2.22805800000000,8.32356800000000,-20.0687690000000,0.000000000000000000,0.000000000000000000,76.7206460000000,FOXF1,forkhead box F1
2705,205357_s_at,-1.69910300000000,7.35429700000000,-19.9987130000000,0.00000000000000000,0.000000000000000000,76.4242710000000,AGTR1,angiotensin II receptor type 1
3174,206481_s_at,-2.21178300000000,9.16925100000000,-19.9821610000000,0.000000000000000000,0.000000000000000000,76.3541580000000,LDB2,LIM domain binding 2
3255,206742.0_at,-2.55490200000000,8.98701700000000,-19.9753230000000,0.000000000000000000,0.000000000000000000,76.3251810000000,VEGFD,vascular endothelial growth factor D
3256,206742.0_at,-2.55490200000000,8.98701700000000,-19.9753230000000,0.000000000000000000,0.000000000000000000,76.3251810000000,PIR-FIGF,PIR-FIGF readthrough
2372,204719.0_at,-2.95991000000000,7.83955200000000,-19.9447760000000,0.000000000000000000,0.000000000000000000,76.1956650000000,ABCA8,ATP binding cassette subfamily A member 8
4644,210299_s_at,-2.68417500000000,7.89053800000000,-19.928645000000,0.000000000000000000,0.000000000000000000,76.1272250000000,FHL1,four and a half LIM domains 1
3242,206701_x_at,-2.29893200000000,7.82647900000000,-19.861906000000,0.000000000000000000,0.000000000000000000,75.8437120000000,EDNRB,endothelin receptor type B
6435,214505_s_at,-1.88907500000000,8.7088630000000,-19.6526170000000,0.000000000000000000,0.000000000000000000,74.9509560000000,FHL1,four and a half LIM domains 1
3113,206283_s_at,-1.29273100000000,6.45090900000000,-19.6053320000000,0.000000000000000000,0.000000000000000000,74.7484810000000,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
2913,205779.0_at,-1.76885400000000,8.28092900000000,-19.3675730000000,0.000000000000000000,0.000000000000000000,73.726052000000,RAMP2,receptor activity modifying protein 2
8568,220027_s_at,-1.5948040000000,8.95697200000000,-19.3270990000000,0.000000000000000000,0.000000000000000000,73.5512830000000,RASIP1,Ras interacting protein 1
3039,206069_s_at,-1.51304500000000,7.06457600000000,-19.2049720000000,0.000000000000000000,0.000000000000000000,73.0226510000000,ACADL,acyl-CoA dehydrogenase long chain
2379,204731.0_at,-2.42220200000000,8.36735100000000,-19.1846450000000,0.000000000000000000,0.000000000000000000,72.9344800000000,TGFBR3,transforming growth factor beta receptor 3
2240,204482.0_at,-1.88827800000000,9.20338700000000,-19.0237860000000,0.000000000000000000,0.000000000000000000,72.2348510000000,CLDN5,claudin 5
2990,205952.0_at,-2.04944300000000,7.85916700000000,-19.0185470000000,0.000000000000000000,0.000000000000000000,72.2120060000000,KCNK3,potassium two pore domain channel subfamily K member 3
3176,206488_s_at,-2.56711500000000,7.57859100000000,-19.0277190000000,0.000000000000000000,0.000000000000000000,72.2519960000000,CD36,CD36 molecule
6018,213451_x_at,-1.69411400000000,9.6217210000000,-19.0028410000000,0.000000000000000000,0.000000000000000000,72.1435100000000,TNXA,tenascin XA (pseudogene)
6019,213451_x_at,-1.69411400000000,9.6217210000000,-19.0028410000000,0.000000000000000000,0.000000000000000000,72.1435100000000,TNXB,tenascin XB
6805,215454_x_at,-3.98982200000000,8.78325600000000,-18.9401490000000,0.000000000000000000,0.0000000000000000,71.8697680000000,SFTPC,surfactant protein C
7035,216333_x_at,-1.65222300000000,9.56956200000000,-18.928475000000,0.000000000000000000,0.00000000000000000,71.8187360000000,TNXB,tenascin XB
7036,216333_x_at,-1.65222300000000,9.56956200000000,-18.928475000000,0.000000000000000000,0.00000000000000000,71.8187360000000,TNXA,tenascin XA (pseudogene)
3093,206208.0_at,-2.00928400000000,6.63900700000000,-18.8925070000000,0.000000000000000000,0.000000000000000000,71.6614030000000,CA4,carbonic anhydrase 4
3038,206068_s_at,-1.73772800000000,6.78306500000000,-18.8794430000000,0.000000000000000000,0.000000000000000000,71.6042170000000,ACADL,acyl-CoA dehydrogenase long chain
216,200878.0_at,-2.08742500000000,11.953380000000,-18.7966580000000,0.000000000000000000,0.000000000000000000,71.2413150000000,EPAS1,endothelial PAS domain protein 1
7939,218665.0_at,-0.931870000000000,8.93067500000000,-18.7266560000000,0.000000000000000000,0.000000000000000000,70.9337620000000,FZD4,frizzled class receptor 4
1475,203065_s_at,-2.67774100000000,10.5754070000000,-18.7060570000000,0.000000000000000000,0.000000000000000000,70.843139000000,CAV1,caveolin 1
9429,41644.0_at,-1.14651500000000,10.3827770000000,-18.6513560000000,0.000000000000000000,0.000000000000000000,70.6022220000000,SASH1,SAM and SH3 domain containing 1
1897,203865_s_at,-1.8991930000000,8.26821600000000,-18.5555530000000,0.000000000000000000,0.000000000000000000,70.1793500000000,ADARB1,adenosine deaminase RNA specific B1
4451,209841_s_at,-1.45953600000000,7.80669300000000,-18.5507960000000,0.000000000000000000,0.000000000000000000,70.1583210000000,LRRN3,leucine rich repeat neuronal 3
8149,219064.0_at,-1.13896900000000,7.66845400000000,-18.540945000000,0.000000000000000000,0.000000000000000000,70.1147680000000,ITIH5,inter-alpha-trypsin inhibitor heavy chain 5
5912,213236.0_at,-1.49039000000000,9.42175000000000,-18.4261290000000,0.000000000000000000,0.000000000000000000,69.6061930000000,SASH1,SAM and SH3 domain containing 1
1181,202524_s_at,-2.03189200000000,9.2070230000000,-18.3892360000000,0.000000000000000000,0.000000000000000000,69.4424130000000,SPOCK2,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2"
2325,204642.0_at,-1.27744800000000,8.19024600000000,-18.355115000000,0.000000000000000000,0.000000000000000000,69.2907810000000,S1PR1,sphingosine-1-phosphate receptor 1
6243,213974.0_at,-1.9936950000000,6.84048000000000,-18.3513190000000,0.000000000000000000,0.000000000000000000,69.2739030000000,ADAMTSL3,ADAMTS like 3
4643,210298_x_at,-2.36360200000000,8.47389700000000,-18.287407000000,0.000000000000000000,0.000000000000000000,68.9894490000000,FHL1,four and a half LIM domains 1
236,200911_s_at,-1.49805900000000,11.2967380000000,-18.1580240000000,0.000000000000000000,0.000000000000000000,68.4119750000000,TACC1,transforming acidic coiled-coil containing protein 1
4250,209469.0_at,-2.32730800000000,6.36763300000000,-18.0810920000000,0.000000000000000000,0.000000000000000000,68.0675770000000,GPM6A,glycoprotein M6A
4066,209170_s_at,-2.22453800000000,7.91219400000000,-17.9719540000000,0.000000000000000000,0.000000000000000000,67.5776930000000,GPM6B,glycoprotein M6B
5954,213316.0_at,-1.8764120000000,6.51866300000000,-17.9389690000000,0.000000000000000000,0.000000000000000000,67.4293280000000,JCAD,junctional cadherin 5 associated
4063,209167.0_at,-2.17365700000000,7.77271700000000,-17.9184250000000,0.000000000000000000,0.00000000000000000,67.3368500000000,GPM6B,glycoprotein M6B
3725,208609_s_at,-1.7910370000000,7.68597500000000,-17.9026370000000,0.000000000000000000,0.000000000000000000,67.2657470000000,TNXB,tenascin XB
1372,202877_s_at,-1.1802630000000,9.22420700000000,-17.8850410000000,0.000000000000000000,0.000000000000000000,67.1864620000000,CD93,CD93 molecule
610,201539_s_at,-2.40134200000000,7.48521500000000,-17.8593790000000,0.000000000000000000,0.000000000000000000,67.0707590000000,FHL1,four and a half LIM domains 1
2471,204894_s_at,-1.86863700000000,8.98374700000000,-17.8621060000000,0.000000000000000000,0.000000000000000000,67.0830590000000,AOC3,amine oxidase copper containing 3
4478,209897_s_at,-1.96687300000000,9.57286300000000,-17.8643470000000,0.00000000000000000,0.000000000000000000,67.0931670000000,SLIT2,slit guidance ligand 2
3048,206093_x_at,-1.41175100000000,9.51186600000000,-17.8299180000000,0.000000000000000000,0.000000000000000000,66.9378250000000,TNXA,tenascin XA (pseudogene)
3049,206093_x_at,-1.41175100000000,9.51186600000000,-17.8299180000000,0.000000000000000000,0.000000000000000000,66.9378250000000,TNXB,tenascin XB
3077,206167_s_at,-1.940185000000,6.98617600000000,-17.8187360000000,0.000000000000000000,0.000000000000000000,66.8873380000000,ARHGAP6,Rho GTPase activating protein 6
9062,221747.0_at,-1.77745500000000,10.196553000000,-17.7688930000000,0.000000000000000000,0.000000000000000000,66.6621040000000,TNS1,tensin 1
8748,220677_s_at,-1.58153800000000,6.41484400000000,-17.7590170000000,0.000000000000000000,0.000000000000000000,66.6174380000000,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8
2297,204579.0_at,-1.44925900000000,7.1009250000000,-17.7252620000000,0.00000000000000000,0.000000000000000000,66.4646780000000,FGFR4,fibroblast growth factor receptor 4
8827,220994_s_at,-1.40548400000000,7.54106100000000,-17.7017790000000,0.000000000000000000,0.000000000000000000,66.3583170000000,STXBP6,syntaxin binding protein 6
1373,202878_s_at,-1.74854000000000,10.6624980000000,-17.6828340000000,0.00000000000000000,0.000000000000000000,66.2724570000000,CD93,CD93 molecule
1869,203812.0_at,-0.82975300000000,8.33605500000000,-17.6524520000000,0.000000000000000000,0.000000000000000000,66.1346680000000,SLIT3,slit guidance ligand 3
7505,217897.0_at,-1.46265600000000,8.84487300000000,-17.6499750000000,0.000000000000000000,0.000000000000000000,66.1234310000000,FXYD6,FXYD domain containing ion transport regulator 6
3026,206030.0_at,-0.902965000000000,6.76992300000000,-17.6281440000000,0.000000000000000000,0.000000000000000000,66.0243400000000,ASPA,aspartoacylase
5315,212097.0_at,-2.42030400000000,10.9838800000000,-17.6236320000000,0.000000000000000000,0.000000000000000000,66.003855000000,CAV1,caveolin 1
8618,220170.0_at,-1.19385700000000,7.22522300000000,-17.6233750000000,0.000000000000000000,0.000000000000000000,66.0026890000000,FHL5,four and a half LIM domains 5
8165,219091_s_at,-1.17130400000000,7.99450500000000,-17.6155990000000,0.00000000000000000,0.000000000000000000,65.967375000000,MMRN2,multimerin 2
5917,213247.0_at,-1.19230900000000,9.4431670000000,-17.5829230000000,0.000000000000000000,0.000000000000000000,65.818894000000,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
2232,204468_s_at,-1.93103200000000,8.29483700000000,-17.5685030000000,0.000000000000000000,0.00000000000000000,65.7533220000000,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1
8327,219452.0_at,-1.21743800000000,7.70871400000000,-17.5692280000000,0.000000000000000000,0.00000000000000000,65.7566210000000,DPEP2,dipeptidase 2
7431,217781_s_at,-0.985764000000000,9.40860900000000,-17.4933420000000,0.000000000000000000,0.000000000000000000,65.4111200000000,ZNF106,zinc finger protein 106
1313,202759_s_at,-1.7144350000000,10.7096440000000,-17.4359190000000,0.000000000000000000,0.000000000000000000,65.1491890000000,PALM2AKAP2,PALM2 and AKAP2 fusion
8771,220765_s_at,-1.6278050000000,8.32889500000000,-17.4159620000000,0.000000000000000000,0.000000000000000000,65.0580550000000,LIMS2,LIM zinc finger domain containing 2
8322,219436_s_at,-1.80385000000000,8.01355400000000,-17.3921360000000,0.000000000000000000,0.000000000000000000,64.9491870000000,EMCN,endomucin
8324,219440.0_at,-1.47061000000000,7.26858300000000,-17.3937410000000,0.000000000000000000,0.000000000000000000,64.9565240000000,RAI2,retinoic acid induced 2
1473,203063.0_at,-0.653799000000000,8.41043400000000,-17.3314330000000,0.000000000000000000,0.000000000000000000,64.6714870000000,PPM1F,"protein phosphatase, Mg2+/Mn2+ dependent 1F"
9468,49452.0_at,-1.05173600000000,7.07038600000000,-17.2032330000000,0.000000000000000000,0.000000000000000000,64.083439000000,ACACB,acetyl-CoA carboxylase beta
2953,205866.0_at,-3.50309900000000,9.58054500000000,-17.1136650000000,0.000000000000000000,0.000000000000000000,63.6713360000000,FCN3,ficolin 3
2716,205384.0_at,-1.48807700000000,8.02745000000000,-17.1083370000000,0.000000000000000000,0.000000000000000000,63.646786000000,FXYD1,FXYD domain containing ion transport regulator 1
6312,214135.0_at,-3.44641200000000,10.0970030000000,-17.0576470000000,0.000000000000000000,0.000000000000000000,63.4130710000000,CLDN18,claudin 18
9418,40687.0_at,-0.960383000000000,6.90643800000000,-17.0275980000000,0.000000000000000000,0.000000000000000000,63.2743660000000,GJA4,gap junction protein alpha 4
5226,211922_s_at,-1.42192700000000,9.42075300000000,-17.0127540000000,0.00000000000000000,0.000000000000000000,63.2058020000000,CAT,catalase
7972,218723_s_at,-2.243365000000,10.8336920000000,-16.9743410000000,0.000000000000000000,0.000000000000000000,63.0282510000000,RGCC,regulator of cell cycle
